window,start_index,start_A,start_B,mechanism,date,v1_a_contribution,v1_b_contribution,v1_total_pnl,v1_total_return,v2_a_contribution,v2_b_contribution,v2_total_pnl,v2_total_return,v1_a_weight,v2_a_weight,daily_v1_minus_v2_return_difference
recent,0,2023-01-01,2023-11-01,A,2024-01-19,258.8471145629884,-218.72440385818473,40.122710704803666,4.176209354663106e-05,113.90168762206999,-137.3582906723024,-23.456603050232403,-2.3774039636041275e-05,0.5,0.5,6.553613318267233e-05
recent,0,2023-01-01,2023-11-01,A,2024-01-22,7225.500999450674,-241.16280984878532,6984.338189601888,0.007269409245506563,1730.2739334106416,-150.8667783737183,1579.4071550369233,0.0016008192207057862,0.5,0.5,0.005668590024800777
recent,0,2023-01-01,2023-11-01,A,2024-01-23,754.9970817565918,-3210.6637001037598,-2455.666618347168,-0.0025374507443656096,332.2414207458499,-1276.0823440551758,-943.840923309326,-0.0009551076456472198,0.5,0.5,-0.0015823430987183897
recent,0,2023-01-01,2023-11-01,A,2024-01-24,-2426.9853210449114,816.9036269187925,-1610.081694126119,-0.001667936558377482,-1067.8968048095644,167.63296222686773,-900.2638425826967,-0.0009118813258294682,0.5,0.5,-0.0007560552325480137
recent,0,2023-01-01,2023-11-01,A,2024-01-25,3500.8700151443427,11208.446621894836,14709.31663703918,0.015263322927374524,1033.7313785552938,5568.401308059692,6602.132686614987,0.006693433734031234,0.5,0.5,0.00856988919334329
recent,0,2023-01-01,2023-11-01,A,2024-01-26,-1620.2159957885747,550.5299744606017,-1069.6860213279729,-0.0010932870882233887,-1068.6156158447266,405.14688014984114,-663.4687356948855,-0.0006681714987166655,0.5,0.5,-0.0004251155895067233
recent,0,2023-01-01,2023-11-01,A,2024-01-29,696.116256713867,-5925.961676120747,-5229.84541940688,-0.00535108462689534,266.96441268920927,-3133.4635953903107,-2866.4991827011013,-0.0028887475251292557,0.5,0.5,-0.0024623371017660845
recent,0,2023-01-01,2023-11-01,A,2024-01-30,-293.31673431396473,3045.8700752258305,2752.5533409118657,0.002831515199905717,-226.94300460815464,1115.6319427490232,888.6889381408686,0.0008981811186146982,0.5,0.5,0.001933334081291019
recent,0,2023-01-01,2023-11-01,A,2024-01-31,1873.43310546875,3135.0280342102046,5008.461139678955,0.005137590536544656,1126.8251323699953,1105.049285888672,2231.8744182586674,0.002253689083824607,0.5,0.5,0.002883901452720049
recent,0,2023-01-01,2023-11-01,A,2024-02-01,2561.9880332946777,919.8038177490236,3481.791851043701,0.0035533048533619312,1119.5957832336426,668.0833740234375,1787.67915725708,0.0018010930898235207,0.1,0.1,0.0017522117635384105
recent,0,2023-01-01,2023-11-01,A,2024-02-02,-2955.898643341658,-808.3523712158203,-3764.2510145574784,-0.00382796356302651,-1507.3350899865277,-585.3531494140625,-2092.68823940059,-0.0021046002406569634,0.1,0.1,-0.0017233633223695467
recent,0,2023-01-01,2023-11-01,A,2024-02-05,1514.816854026963,-2621.359325408935,-1106.542471381972,-0.0011295955175044344,1208.6440575465658,-1899.993835449219,-691.3497779026532,-0.0006967514628209679,0.1,0.1,-0.00043284405468346657
recent,0,2023-01-01,2023-11-01,A,2024-02-06,-3100.2895842194466,104.56788253784171,-2995.721701681605,-0.0030615911411790114,-1869.033667741539,76.5242919921875,-1792.5093757493514,-0.0018077742593081514,0.1,0.1,-0.00125381688187086
recent,0,2023-01-01,2023-11-01,A,2024-02-07,564.4749717409175,-1395.9760637283287,-831.5010919874112,-0.0008523936831414708,204.42628387655262,-1010.056655883781,-805.6303720072284,-0.0008139625239962636,0.1,0.1,-3.8431159145207224e-05
recent,0,2023-01-01,2023-11-01,A,2024-02-08,596.9775058961476,0.0,596.9775058961476,0.0006124994649765895,307.1414970818792,0.0,307.1414970818792,0.0003105708705146722,0.1,0.1,0.0003019285944619173
recent,0,2023-01-01,2023-11-01,A,2024-02-09,218.74256422370672,0.0,218.74256422370672,0.00022429269104424715,69.26093899778243,0.0,69.26093899778243,7.001252478956461e-05,0.1,0.1,0.00015428016625468254
recent,0,2023-01-01,2023-11-01,A,2024-02-12,2541.699823194988,0.0,2541.699823194988,0.002605605626123992,1166.271529647507,0.0,1166.271529647507,0.0011788448032427996,0.1,0.1,0.0014267608228811924
recent,0,2023-01-01,2023-11-01,A,2024-02-13,-1763.3146030680164,0.0,-1763.3146030680164,-0.0018029517329186807,-781.8278909348326,0.0,-781.8278909348326,-0.0007893260835227083,0.1,0.1,-0.0010136256493959725
recent,0,2023-01-01,2023-11-01,A,2024-02-14,1995.3793094303714,0.0,1995.3793094303714,0.0020439180522516262,909.4391048317685,0.0,909.4391048317685,0.0009188864656062811,0.1,0.1,0.001125031586645345
recent,0,2023-01-01,2023-11-01,A,2024-02-15,-2729.4850359139755,0.0,-2729.4850359139755,-0.002790178424302594,-1515.4976568852458,0.0,-1515.4976568852458,-0.0015298350806896453,0.1,0.1,-0.0012603433436129486
recent,0,2023-01-01,2023-11-01,A,2024-02-16,-1197.0751105307372,0.0,-1197.0751105307372,-0.0012271173943850194,-583.0191861668618,0.0,-583.0191861668618,-0.0005894366023677324,0.1,0.1,-0.000637680792017287
recent,0,2023-01-01,2023-11-01,A,2024-02-20,114.61490604386597,0.0,114.61490604386597,0.00011763568113321036,60.60898745187999,0.0,60.60898745187999,6.131226316147801e-05,0.1,0.1,5.632341797173235e-05
recent,0,2023-01-01,2023-11-01,A,2024-02-21,-678.2399083656435,0.0,-678.2399083656435,-0.0006960336300218644,-382.160479431207,0.0,-382.160479431207,-0.0003865711727365763,0.1,0.1,-0.0003094624572852881
recent,0,2023-01-01,2023-11-01,A,2024-02-22,845.4301064123254,0.0,845.4301064123254,0.0008682143934040707,367.157509914512,0.0,367.157509914512,0.00037153867305370444,0.1,0.1,0.0004966757203503662
recent,0,2023-01-01,2023-11-01,A,2024-02-23,404.0422172912403,0.0,404.0422172912403,0.0004145711923838017,263.1006314776062,0.0,263.1006314776062,0.0002661412382380294,0.1,0.1,0.00014842995414577226
recent,0,2023-01-01,2023-11-01,A,2024-02-26,-931.768964851878,0.0,-931.768964851878,-0.0009556538355852104,-508.1600081302732,0.0,-508.1600081302732,-0.00051389595320305,0.1,0.1,-0.0004417578823821604
recent,0,2023-01-01,2023-11-01,A,2024-02-27,159.3591506720676,0.0,159.3591506720676,0.00016360049234583198,111.29961404230706,0.0,111.29961404230706,0.00011261379970076767,0.1,0.1,5.098669264506431e-05
recent,0,2023-01-01,2023-11-01,A,2024-02-28,-6.376460220973158,0.0,-6.376460220973158,-6.545098843518961e-06,2.6788838763647185,0.0,2.6788838763647185,2.71020996299308e-06,0.1,0.1,-9.25530880651204e-06
recent,0,2023-01-01,2023-11-01,A,2024-02-29,-259.6994674100281,0.0,-259.6994674100281,-0.00026656949938577224,-141.71141489565656,0.0,-141.71141489565656,-0.00014336815828404389,0.1,0.1,-0.00012320134110172835
recent,0,2023-01-01,2023-11-01,A,2024-03-01,-119.62074376059205,0.0,-119.62074376059205,-0.00012281790382970845,-93.13473241340552,0.0,-93.13473241340552,-9.423707803584725e-05,0.1,0.1,-2.8580825793861204e-05
recent,0,2023-01-01,2023-11-01,A,2024-03-04,-603.9894380837758,0.0,-603.9894380837758,-0.000620208721561115,-441.0439834005193,0.0,-441.0439834005193,-0.00044630625245880277,0.1,0.1,-0.00017390246910231226
recent,0,2023-01-01,2023-11-01,A,2024-03-05,-45.11356995953742,0.0,-45.11356995953742,-4.635378019562992e-05,-20.137701465178036,0.0,-20.137701465178036,-2.0387071171061604e-05,0.1,0.1,-2.5966709024568314e-05
recent,0,2023-01-01,2023-11-01,A,2024-03-06,283.6700637091176,937.6030631863111,1221.2731268954287,0.0012549051288058969,209.48122857039291,506.6275402830116,716.1087688534045,0.0007249912859398241,0.1,0.1,0.0005299138428660727
recent,0,2023-01-01,2023-11-01,A,2024-03-07,470.3208047273895,-1742.6577502597747,-1272.3369455323852,-0.0013057365916918863,326.8928026559111,-1093.8691768099675,-766.9763741540564,-0.0007759273056564154,0.1,0.1,-0.0005298092860354709
recent,0,2023-01-01,2023-11-01,A,2024-03-08,10.354899267808221,-3683.927572375847,-3673.5726731080385,-0.0037749353406605333,36.43951746183369,-2186.198919081089,-2149.7594016192556,-0.0021765368173098545,0.1,0.1,-0.0015983985233506788
recent,0,2023-01-01,2023-11-01,A,2024-03-11,881.2181328733888,10191.525020737601,11072.74315361099,0.011421381631473448,508.7623587983538,5565.58631307227,6074.348671870624,0.006163425717479846,0.1,0.1,0.005257955913993602
recent,0,2023-01-01,2023-11-01,A,2024-03-12,-40.270810291245624,4533.7597984106005,4493.488988119355,0.004582631842160653,-19.50847329172852,2763.1061690208567,2743.597695729128,0.0027667782433368473,0.1,0.1,0.0018158535988238057
recent,0,2023-01-01,2023-11-01,A,2024-03-13,-214.24675123231805,-9605.034885896686,-9819.281637129005,-0.009968397279284459,-88.61153162419218,-5257.440137653613,-5346.051669277806,-0.005376345092179007,0.1,0.1,-0.004592052187105452
recent,0,2023-01-01,2023-11-01,A,2024-03-14,49.00513786949974,3905.6411061960002,3954.6462440655,0.004055124607604805,6.949685292353191,2348.3510810613907,2355.3007663537437,0.0023814505876290286,0.1,0.1,0.0016736740199757767
recent,0,2023-01-01,2023-11-01,A,2024-03-15,-190.4928676618213,-417.77978192184855,-608.2726495836698,-0.0006212083655891981,-113.62410451207548,-655.712505510968,-769.3366100230435,-0.0007760301232159916,0.1,0.1,0.00015482175762679352
recent,0,2023-01-01,2023-11-01,A,2024-03-18,719.5597834807487,828.4287333892382,1547.988516869987,0.0015818912078423286,328.49100192171704,675.1500330372371,1003.6410349589542,0.0010131593255069645,0.1,0.1,0.0005687318823353641
recent,0,2023-01-01,2023-11-01,A,2024-03-19,-611.9694821420107,6636.650352657283,6024.6808705152725,0.00614690442903282,-300.07040957660035,3666.8491236585733,3366.778714081973,0.0033952684869339635,0.1,0.1,0.002751635942098856
recent,0,2023-01-01,2023-11-01,A,2024-03-20,15.795724498728,-6992.862398683408,-6977.06667418468,-0.00707512132448121,-19.49191688369619,-3850.763165913977,-3870.2550827976734,-0.0038897983764976307,0.1,0.1,-0.0031853229479835796
recent,0,2023-01-01,2023-11-01,A,2024-03-21,-407.17220659901136,-7241.555075570928,-7648.72728216994,-0.00781148857950183,-223.02029888876595,-3961.5429586725113,-4184.563257561277,-0.0042221168695207294,0.1,0.1,-0.003589371709981101
recent,0,2023-01-01,2023-11-01,A,2024-03-22,-209.97779689080846,0.0,-209.97779689080846,-0.00021613435610545222,-91.96766656152485,0.0,-91.96766656152485,-9.318645799621169e-05,0.1,0.1,-0.00012294789810924053
recent,0,2023-01-01,2023-11-01,A,2024-03-25,-489.6461823888919,0.0,-489.6461823888919,-0.0005041115880983027,-258.2159857564303,0.0,-258.2159857564303,-0.00026166234823150756,0.1,0.1,-0.00024244923986679515
recent,0,2023-01-01,2023-11-01,A,2024-03-26,-354.0395593202929,0.0,-354.0395593202929,-0.00036468263787075233,-165.31157304552914,0.0,-165.31157304552914,-0.00016756180159239678,0.1,0.1,-0.00019712083627835555
recent,0,2023-01-01,2023-11-01,A,2024-03-27,-135.48841445915465,0.0,-135.48841445915465,-0.00013961235892084026,-9.913060524081416,0.0,-9.913060524081416,-1.0049681491244197e-05,0.1,0.1,-0.00012956267742959607
recent,0,2023-01-01,2023-11-01,A,2024-03-28,99.8878028745894,0.0,99.8878028745894,0.00010294252160558956,-2.1023578157164167,0.0,-2.1023578157164167,-2.1313537537947053e-06,0.1,0.1,0.00010507387535938426
recent,0,2023-01-01,2023-11-01,A,2024-04-01,3.0309222131577798,0.0,3.0309222131577798,3.123290837913298e-06,-20.031242509976884,0.0,-20.031242509976884,-2.0307558777779344e-05,0.1,0.1,2.3430849615692644e-05
recent,0,2023-01-01,2023-11-01,A,2024-04-02,-129.48380097389514,0.0,-129.48380097389514,-0.00013342945734083904,-49.909210202737455,0.0,-49.909210202737455,-5.059869861117821e-05,0.1,0.1,-8.283075872966082e-05
recent,0,2023-01-01,2023-11-01,A,2024-04-03,-0.713931680238872,27.181042693690287,26.467111013451415,2.7277261721681918e-05,-20.880573192325414,14.379893117236586,-6.5006800750888285,-6.590819502351779e-06,0.1,0.1,3.38680812240337e-05
recent,0,2023-01-01,2023-11-01,A,2024-04-04,86.71795777231323,-3269.940011556834,-3183.222053784521,-0.003280570086643843,62.18640097105882,-2219.9576683765877,-2157.7712674055288,-0.0021877056736411857,0.1,0.1,-0.0010928644130026575
recent,0,2023-01-01,2023-11-01,A,2024-04-05,-208.54672784029867,-1779.5301175661627,-1988.0768454064614,-0.002055619024350604,-125.86245255837979,-1367.0754230391908,-1492.9378755975706,-0.001516967836574352,0.1,0.1,-0.0005386511877762518
recent,0,2023-01-01,2023-11-01,A,2024-04-08,-0.032640647751151164,4105.493664091307,4105.461023443556,0.004253682370677415,12.853605563396613,3035.6355049168023,3048.489110480199,0.003102262874671651,0.1,0.1,0.0011514194960057641
recent,0,2023-01-01,2023-11-01,A,2024-04-09,-76.29929310986347,-6010.8644975613915,-6087.163790671255,-0.006280217414102046,-61.87869429561333,-4369.060928784446,-4430.939623080059,-0.004495153946913064,0.1,0.1,-0.0017850634671889827
recent,0,2023-01-01,2023-11-01,A,2024-04-10,-48.8058454260394,-5131.538825080562,-5180.344670506601,-0.005378416264657914,-22.19302102879789,-3816.381282936588,-3838.5743039653858,-0.003911788005570508,0.1,0.1,-0.0014666282590874062
recent,0,2023-01-01,2023-11-01,A,2024-04-11,190.68160614858047,0.0,190.68160614858047,0.0001990428939644511,131.91332557728455,0.0,131.91332557728455,0.00013495725231927003,0.1,0.1,6.408564164518107e-05
recent,0,2023-01-01,2023-11-01,A,2024-04-12,-125.03030287107867,0.0,-125.03030287107867,-0.00013048684320037334,-18.452031570424182,0.0,-18.452031570424182,-1.8875268586980806e-05,0.1,0.1,-0.00011161157461339254
recent,0,2023-01-01,2023-11-01,A,2024-04-15,281.01978702637973,0.0,281.01978702637973,0.0002933222550094627,122.38704697461196,0.0,122.38704697461196,0.00012519662015265845,0.1,0.1,0.00016812563485680426
recent,0,2023-01-01,2023-11-01,A,2024-04-16,-250.9757924752421,0.0,-250.9757924752421,-0.00026188617915786413,-119.2849797543728,0.0,-119.2849797543728,-0.00012200806545723284,0.1,0.1,-0.00013987811370063129
recent,0,2023-01-01,2023-11-01,A,2024-04-17,-579.5173949238141,-1513.9538475907189,-2093.471242514533,-0.0021850505839219243,-243.20250031656175,-1086.841011864226,-1330.0435121807877,-0.0013605722835388617,0.1,0.1,-0.0008244783003830626
recent,0,2023-01-01,2023-11-01,A,2024-04-18,-413.9070819801597,-4505.531971489884,-4919.439053470044,-0.005145884972254511,-185.35827801521776,-3237.5163932392825,-3422.8746712545003,-0.0035062110945507734,0.1,0.1,-0.0016396738777037377
recent,0,2023-01-01,2023-11-01,A,2024-04-19,-304.57299905762227,2194.521821896931,1889.9488228393088,0.001987170508188816,-117.31049431191636,1574.6691557370953,1457.358661425179,0.0014980934742911591,0.1,0.1,0.0004890770338976569
recent,0,2023-01-01,2023-11-01,A,2024-04-22,-19.388924478869864,-4669.609486221968,-4688.998410700838,-0.004920429499725176,-12.174184651671272,-3353.157050630471,-3365.331235282142,-0.0034542212800624753,0.1,0.1,-0.0014662082196627005
recent,0,2023-01-01,2023-11-01,A,2024-04-23,99.9883325572687,1746.740343284259,1846.7286758415278,0.0019474584965490588,57.589969797739535,1257.5427280505394,1315.132697848279,0.0013545488151982042,0.1,0.1,0.0005929096813508546
recent,0,2023-01-01,2023-11-01,A,2024-04-24,-754.5643766742785,-3519.570806433715,-4274.135183107994,-0.004498507242285771,-352.4030468548704,-2525.2312460984176,-2877.634292953288,-0.00295987118264463,0.1,0.1,-0.001538636059641141
recent,0,2023-01-01,2023-11-01,A,2024-04-25,-62.89800031890661,2281.2432468460415,2218.345246527135,0.0023453485393473395,-37.05808007551653,1632.394872030257,1595.3367919547404,0.0016457996022588516,0.1,0.1,0.0006995489370884879
recent,0,2023-01-01,2023-11-01,A,2024-04-26,-692.843964287658,174.54143562016444,-518.3025286674936,-0.0005466938681149947,-397.1471964009827,129.2052407113537,-267.941955689629,-0.00027596316724184483,0.1,0.1,-0.0002707307008731499
recent,0,2023-01-01,2023-11-01,A,2024-04-29,-72.4500472516842,1795.648480867733,1723.1984336160488,0.0018185852206177044,-36.584516357709234,1289.8107657373657,1253.2262493796566,0.0012910995994954444,0.1,0.1,0.00052748562112226
recent,0,2023-01-01,2023-11-01,A,2024-04-30,-484.15041322844735,-2306.9145862524915,-2791.0649994809387,-0.002940215972560689,-252.48780970024742,-1659.2167464736933,-1911.7045561739408,-0.00196693805589975,0.1,0.1,-0.0009732779166609388
recent,0,2023-01-01,2023-11-01,A,2024-05-01,462.03012873574636,763.7290057300391,1225.7591344657856,0.001295069933027145,229.62476904750326,548.7901339798958,778.4149030273991,0.0008024835182719861,0.1,0.1,0.0004925864147551589
recent,0,2023-01-01,2023-11-01,A,2024-05-02,794.0199223780721,0.0,794.0199223780721,0.0008378328875527141,487.59827652476076,0.0,487.59827652476076,0.0005022717669841368,0.1,0.1,0.0003355611205685773
recent,0,2023-01-01,2023-11-01,A,2024-05-03,623.8793361470315,0.0,623.8793361470315,0.000657753082487885,318.56843762428235,0.0,318.56843762428235,0.0003279905049912667,0.1,0.1,0.0003297625774966183
recent,0,2023-01-01,2023-11-01,A,2024-05-06,67.59764415221542,0.0,67.59764415221542,7.122103598262011e-05,-16.83169392858344,0.0,-16.83169392858344,-1.732383066642658e-05,0.1,0.1,8.854486664904669e-05
recent,0,2023-01-01,2023-11-01,A,2024-05-07,555.279747306658,0.0,555.279747306658,0.0005850023760283743,306.6423957932549,0.0,306.6423957932549,0.00031561368641938863,0.1,0.1,0.00026938868960898566
recent,0,2023-01-01,2023-11-01,A,2024-05-08,98.1987096504531,0.0,98.1987096504531,0.00010339453594117395,12.851423896063412,0.0,12.851423896063412,1.3223238453244042e-05,0.1,0.1,9.017129748792991e-05
recent,0,2023-01-01,2023-11-01,A,2024-05-09,-131.8843749185972,0.0,-131.8843749185972,-0.0001388481990876372,-205.97168486171913,0.0,-205.97168486171913,-0.0002119280097733468,0.1,0.1,7.30798106857096e-05
recent,0,2023-01-01,2023-11-01,A,2024-05-10,-836.8585364509603,0.0,-836.8585364509603,-0.0008811691046527083,-401.2925759745234,0.0,-401.2925759745234,-0.0004129847473319534,0.1,0.1,-0.00046818435732075487
recent,0,2023-01-01,2023-11-01,A,2024-05-13,-54.41892133204298,0.0,-54.41892133204298,-5.735086806472736e-05,-93.05085758819008,0.0,-93.05085758819008,-9.580157767197853e-05,0.1,0.1,3.845070960725117e-05
recent,0,2023-01-01,2023-11-01,A,2024-05-14,-584.3272697628315,0.0,-584.3272697628315,-0.0006158445880300662,-392.7086269887022,0.0,-392.7086269887022,-0.00040435640905020883,0.1,0.1,-0.00021148817897985738
recent,0,2023-01-01,2023-11-01,A,2024-05-15,-431.30173914169984,0.0,-431.30173914169984,-0.00045484531336258946,-191.34642087513515,0.0,-191.34642087513515,-0.00019710147649251893,0.1,0.1,-0.00025774383687007053
recent,0,2023-01-01,2023-11-01,A,2024-05-16,-80.54296791510478,5132.135178527988,5051.592210612883,0.005329768938737367,-53.4101740281493,4296.088633834237,4242.678459806088,0.004371145491830484,0.1,0.1,0.0009586234469068826
recent,0,2023-01-01,2023-11-01,A,2024-05-17,29.98765580619127,-381.72817954296784,-351.7405237367766,-0.0003691424240628585,-4.675732216057902,-248.10593046922477,-252.78166268528267,-0.0002593023672864967,0.1,0.1,-0.00010984005677636176
recent,0,2023-01-01,2023-11-01,A,2024-05-20,-526.6302004422964,3391.8109626801934,2865.180762237897,0.0030080422124205575,-253.7320690024702,2184.2598775373544,1930.5278085348841,0.001980840949844047,0.1,0.1,0.0010272012625765106
recent,0,2023-01-01,2023-11-01,A,2024-05-21,29.81810202381172,2746.483823512517,2776.301925536329,0.0029059904253221336,5.748329816353461,1710.0516867981917,1715.800016614545,0.0017570365428012812,0.1,0.1,0.0011489538825208525
recent,0,2023-01-01,2023-11-01,A,2024-05-22,-3992.4281557967915,3161.6037182468854,-830.8244375499062,-0.0008671146456882904,-2194.504295081674,3334.026025883354,1139.52173080168,0.001164861619932551,0.1,0.1,-0.0020319762656208413
recent,0,2023-01-01,2023-11-01,A,2024-05-23,-246.19742442057736,6915.492806913846,6669.295382493268,0.006966649456672789,-160.10747048522984,5667.797482879336,5507.690012394106,0.005623615446016008,0.1,0.1,0.001343034010656781
recent,0,2023-01-01,2023-11-01,A,2024-05-24,-1003.9080526089537,-2827.319320937939,-3831.227373546893,-0.003974356729170526,-518.6134423251722,-1816.7657778591852,-2335.379220184357,-0.0023711993879760667,0.1,0.1,-0.0016031573411944594
recent,0,2023-01-01,2023-11-01,A,2024-05-28,-466.4139367665259,-8451.265864323756,-8917.679801090282,-0.009287744795252417,-322.2112845859019,-5449.099920082455,-5771.311204668357,-0.005873759731198917,0.1,0.1,-0.0034139850640535
recent,0,2023-01-01,2023-11-01,A,2024-05-29,439.8412398395552,-1225.1289542184031,-785.2877143788479,-0.0008255429383912169,125.29784178366212,-811.4318860018867,-686.1340442182246,-0.0007024398078493028,0.1,0.1,-0.00012310313054191414
recent,0,2023-01-01,2023-11-01,A,2024-05-30,210.2516819618276,3823.8364741260593,4034.088156087887,0.004244386505738042,37.254236850509876,2738.9643133704135,2776.2185502209236,0.0028441924005252815,0.1,0.1,0.0014001941052127604
recent,0,2023-01-01,2023-11-01,A,2024-05-31,2859.4357236009414,2719.3586015868896,5578.794325187831,0.0058448110809866715,1456.4781879310217,2021.1602944702543,3477.6384824012757,0.003552681619520019,0.1,0.1,0.0022921294614666526
recent,0,2023-01-01,2023-11-01,A,2024-06-03,-644.270866524261,23.534926324469392,-620.7359401997916,-0.0006465558408873645,-374.4601396968104,16.309861729286496,-358.15027796752395,-0.00036458346899736,0.1,0.1,-0.00028197237189000443
recent,0,2023-01-01,2023-11-01,A,2024-06-04,-0.5061516617412849,-1091.1380421899676,-1091.644193851709,-0.0011377874617793263,27.220468415160077,-752.5053721012897,-725.2849036861296,-0.0007385819397672601,0.1,0.1,-0.0003992055220120662
recent,0,2023-01-01,2023-11-01,A,2024-06-05,-88.26305691711896,4796.08028807176,4707.817231154641,0.004912403641855022,-32.63490566378657,3309.728855060299,3277.0939493965125,0.003339641264353043,0.1,0.1,0.0015727623775019794
recent,0,2023-01-01,2023-11-01,A,2024-06-06,60.46559251618231,-92.49225551594793,-32.02666299976562,-3.3255075159636957e-05,60.30395705888253,-63.92170461540381,-3.61774755652128,-3.6745250634562756e-06,0.1,0.1,-2.9580550096180682e-05
recent,0,2023-01-01,2023-11-01,A,2024-06-07,-134.29082986137317,5279.29040973452,5144.999579873147,0.0053425184437729985,-71.41455381459278,3643.1703553707252,3571.7558015561326,0.003627824837076023,0.1,0.1,0.0017146936066969754
recent,0,2023-01-01,2023-11-01,A,2024-06-10,946.6620898179885,5475.78714339934,6422.449233217329,0.006633569997769707,544.1765412431823,3778.626090209737,4322.80263145292,0.004374790544925746,0.1,0.1,0.002258779452843961
recent,0,2023-01-01,2023-11-01,A,2024-06-11,-117.34123572161175,0.0,-117.34123572161175,-0.00012039983288819584,-58.992187777616294,0.0,-58.992187777616294,-5.9441609017827226e-05,0.1,0.1,-6.0958223870368615e-05
recent,0,2023-01-01,2023-11-01,A,2024-06-12,64.46758609435558,0.0,64.46758609435558,6.615595265458333e-05,47.10808948501466,0.0,47.10808948501466,4.746979556741526e-05,0.1,0.1,1.8686157087168072e-05
recent,0,2023-01-01,2023-11-01,A,2024-06-13,125.59344778994252,0.0,125.59344778994252,0.0001288741374058127,89.66464112746358,0.0,89.66464112746358,9.03488167621761e-05,0.1,0.1,3.85253206436366e-05
recent,0,2023-01-01,2023-11-01,A,2024-06-14,71.17842820084653,0.0,71.17842820084653,7.302830426262485e-05,46.876601979797314,0.0,46.876601979797314,4.7230021272677007e-05,0.1,0.1,2.5798282989947847e-05
recent,0,2023-01-01,2023-11-01,A,2024-06-17,-69.24157382121754,0.0,-69.24157382121754,-7.103592480003484e-05,-39.85165190144227,0.0,-39.85165190144227,-4.015021131409992e-05,0.1,0.1,-3.088571348593492e-05
recent,0,2023-01-01,2023-11-01,A,2024-06-18,-252.01799376302273,0.0,-252.01799376302273,-0.00025856724600858863,-102.08046238714907,0.0,-102.08046238714907,-0.0001028493551624681,0.1,0.1,-0.00015571789084612055
recent,0,2023-01-01,2023-11-01,A,2024-06-20,-81.2611060536561,0.0,-81.2611060536561,-8.339442103576717e-05,-32.926720422387625,0.0,-32.926720422387625,-3.31781441638417e-05,0.1,0.1,-5.0216276871925474e-05
