pair,window,mech,alpha_ann,alpha_tstat,alpha_pval,rsquared,adj_rsquared,n_obs,const_beta,const_pval,Mkt-RF_beta,Mkt-RF_pval,SMB_beta,SMB_pval,HML_beta,HML_pval,Mom_beta,Mom_pval,ST_Rev_beta,ST_Rev_pval
sp500-12m/cross_sector_slide1m_noscreen + sp500-2m/cross_sector_slide3m_noscreen,recent,A,-0.07986412625617591,-1.2425474683487556,0.21403463806897982,0.16758518720244453,0.1589680566351821,489,-0.000316921135937206,0.21403463806897982,0.23530876788354144,0.007780457522444572,-0.13279375083337835,0.07153098595958873,0.017630259054869365,0.7475758111156341,-0.03877785143071641,0.5474974074017507,0.1557729505986075,0.017921359403960616
sp500-12m/cross_sector_slide1m_noscreen + sp500-2m/cross_sector_slide3m_noscreen,recent,B,-0.07140890099221744,-1.1067524530922594,0.2684009703268282,0.16943492180189468,0.16083693962593082,489,-0.0002833686547310216,0.2684009703268282,0.23533177073115702,0.007147731466611235,-0.13290691249804956,0.07010932189803482,0.012396416455215742,0.8207393995344572,-0.04050644875078132,0.5269463679929823,0.15947163900931852,0.014864034251132122
sp500-12m/cross_sector_slide1m_noscreen + sp500-2m/same_sector_slide1m_noscreen,historical,A,0.0026255473018371688,0.09722459393574091,0.9225480374275993,0.07417783644702758,0.07047750805552899,1257,1.0418838499353844e-05,0.9225480374275993,0.07696900590420575,7.883652992974418e-06,-0.04293640037728993,0.09254817586965451,0.007105281341219763,0.7875063996785161,0.015914053827339507,0.3087377442568652,0.10743880790279756,0.00045023186851814964
sp500-12m/cross_sector_slide1m_noscreen + sp500-2m/same_sector_slide1m_noscreen,historical,B,0.005622378603321246,0.20451652062763787,0.8379498832280758,0.07254242554093127,0.0688355607349399,1257,2.2311026203655738e-05,0.8379498832280758,0.07503239568515929,1.5159658192359056e-05,-0.04486776020034319,0.08081566430925302,0.004536582726566773,0.86478959981763,0.013507527008250027,0.39307984158194054,0.10971920833359303,0.0003677062629384945
sp500-12m/cross_sector_slide1m_noscreen + sp500-2m/same_sector_slide1m_noscreen,recent,A,0.005982674750382643,0.12412778899675185,0.9012140958674819,0.14972725518931485,0.1411386416053685,501,2.374077281897874e-05,0.9012140958674819,0.1575888431256763,0.024075325521758652,-0.051725000847284264,0.39724039990450544,-0.020789772039860058,0.58250409158241,-0.018879645562410858,0.7014261676497535,0.12353541509587268,0.020698893352022355
sp500-12m/cross_sector_slide1m_noscreen + sp500-2m/same_sector_slide1m_noscreen,recent,B,0.020150485761422206,0.3915263455268842,0.6954082188385323,0.15134559645023726,0.1427733297477144,501,7.996224508500876e-05,0.6954082188385323,0.15777839320382323,0.022819855263314485,-0.04864317955587801,0.43099107626954336,-0.02896715111773455,0.4495225788009328,-0.019599828939214175,0.6897478272875086,0.12744366931830248,0.01670982990818994
sp500-12m/same_sector_slide1m_noscreen + sp500-12m/same_sector_slide3m_noscreen,historical,A,0.014240090708571249,0.36862258256835967,0.7124090607434483,0.06347892498796348,0.05970567327558618,1247,5.650829646258432e-05,0.7124090607434483,0.10206980499292141,0.0001140299549992516,-0.056101979220753155,0.09302434668841722,-0.006242726028616162,0.8538121201240777,0.022772446153367938,0.3632967139953486,0.14205260448557727,0.0001308862596940899
sp500-12m/same_sector_slide1m_noscreen + sp500-12m/same_sector_slide3m_noscreen,historical,B,0.017070315743410103,0.4487737173754518,0.6535949002657004,0.06558615723315553,0.061821395578172234,1247,6.773934818813533e-05,0.6535949002657004,0.1027738045627183,9.386578786006072e-05,-0.05742959088676825,0.08250841711628888,-0.006839699654710684,0.8391032377218035,0.020323130270471768,0.417840520365077,0.14249951267735292,0.00013610443953070546
sp500-12m/same_sector_slide1m_noscreen + sp500-12m/same_sector_slide3m_noscreen,recent,A,0.058783387611422454,0.8445398867893048,0.39836778430829733,0.13395094240092642,0.1250774889419194,494,0.0002332674111564383,0.39836778430829733,0.1432625933197068,0.16728747166318103,-0.08225256878577077,0.36774906690618603,-0.11795599049260112,0.04714547427956402,-0.041190064583515394,0.5751875501769979,0.22470555204083384,0.002321585280577821
sp500-12m/same_sector_slide1m_noscreen + sp500-12m/same_sector_slide3m_noscreen,recent,B,0.06426856638724747,0.8992601002472506,0.3685141346098273,0.12940480655153097,0.12048477383177203,494,0.0002550339936001884,0.3685141346098273,0.14688588349885925,0.14969871441722782,-0.0907567657633601,0.3205603534652264,-0.1113223383887459,0.060482117152883694,-0.04984002009997422,0.4944228945337815,0.2230802788010604,0.002425509543777432
sp500-12m/same_sector_slide1m_noscreen + sp500-2m/cross_sector_slide3m_bd7,historical,A,0.029460782065596082,0.9244210284016922,0.35526715046247115,0.04880728496292297,0.044993360684506545,1253,0.000116907865339667,0.35526715046247115,0.05732954582424878,0.054020971206524764,-0.05737024975621974,0.15722176285571168,-0.042390917074506304,0.10838305203193138,0.02303742905636203,0.33252624409018505,0.11025076493995654,0.0017436967269430122
sp500-12m/same_sector_slide1m_noscreen + sp500-2m/cross_sector_slide3m_bd7,historical,B,0.03287162001376358,1.0470905852583954,0.2950578010964716,0.05077307556518884,0.04696703336617203,1253,0.0001304429365625539,0.2950578010964716,0.058630465611040544,0.047296147011753546,-0.05974907699542924,0.13759128343024107,-0.04279430139011065,0.10305578410414541,0.020858033122062178,0.37861078080986565,0.11072060033399078,0.001639482998433748
sp500-12m/same_sector_slide1m_noscreen + sp500-2m/cross_sector_slide3m_bd7,recent,A,-0.032644813385522706,-0.720286466748756,0.47134863544983574,0.26826551215489536,0.2607682325663184,494,-0.00012954291026001075,0.47134863544983574,0.19779183756684648,0.07003185616578297,-0.16078218751384443,0.07827155645751352,-0.12402004237714255,0.009147491662697725,-0.06767488895808597,0.342685765530337,0.20859930600961984,0.0035347671394826254
sp500-12m/same_sector_slide1m_noscreen + sp500-2m/cross_sector_slide3m_bd7,recent,B,-0.02414887098145142,-0.5238301397398607,0.6003966882377816,0.26564321731540197,0.2581190699518302,494,-9.58288531009977e-05,0.6003966882377816,0.20146634662665297,0.061090871940958455,-0.16645238959536146,0.065523765293906,-0.11751825392846897,0.013213708308362365,-0.07534451007090003,0.2869268166463722,0.2087717611910159,0.0032458696021262566
